-369196;Comunidad Valenciana;Alicante;Jávea / Xàbia;Aduanas
-369197;País Vasco;Guipúzcoa;Usurbil;Aduna
-369199;Comunidad Valenciana;Castellón;Atzeneta del Maestrat;Adzaneta
-369200;Comunidad Valenciana;Valencia;Atzeneta d'Albaida;Adzaneta de Albaida
-369207;Islas Canarias;Gran Canaria;Agaete;Agaete
-369215;Cataluña;Lérida;Àger;Àger
-369216;Castilla y León;Burgos;Arlanzón;Agés
-369218;Aragón;Zaragoza;Agón;Agón
-369219;La Rioja;La Rioja;Agoncillo;Agoncillo
-369222;Comunidad Valenciana;Alicante;Agost;Agost
-369225;Castilla-La Mancha;Albacete;Hellín;Agramón
-369227;Cataluña;Lérida;Agramunt;Agramunt
-369229;Castilla y León;Soria;Ágreda;Ágreda
-369231;Comunidad Valenciana;Alicante;Agres;Agres
-369258;Andalucía;Almería;Níjar;Agua Amarga
-369262;Islas Canarias;Fuerteventura;Antigua;Agua de Bueyes
-369263;Islas Canarias;Gran Canaria;Moya;Agua de Fontanales
-369267;Andalucía;Almería;Roquetas de Mar;Aguadulce
-369274;Andalucía;Huelva;Almonaster la Real;Aguafría
-369276;Islas Canarias;Tenerife;Tacoronte;Agua-García
-369298;Galicia;La Coruña;Rois;AguaSantas
-369304;Aragón;Huesca;Valle de Bardají;Aguascaldas
-369308;Comunidad Valenciana;Alicante;Aigües;Aguas de Busot
-369311;Galicia;Orense;Allariz;Aguas Santas
-369315;Aragón;Teruel;Aguatón;Aguatón
-369316;Islas Canarias;Gran Canaria;Telde;Aguatona
-369318;Aragón;Teruel;Aguaviva;Aguaviva
-369343;Castilla y León;Burgos;Merindad de Montija;Agüera
-369345;Principado de Asturias;Principado de Asturias;Llanera;Agüera
-369347;Principado de Asturias;Principado de Asturias;Llanera;Agüera
-369349;Principado de Asturias;Principado de Asturias;Colunga;Agüera
-369355;Principado de Asturias;Principado de Asturias;Quirós;Agüeras
-369356;Principado de Asturias;Principado de Asturias;Aller;Agüería
-369358;Aragón;Huesca;Agüero;Agüero
-369359;Cantabria;Cantabria;Marina de Cudeyo;Agüero
-369360;Principado de Asturias;Principado de Asturias;Sobrescobio;Agüés
-369392;Castilla y León;Segovia;Aguilafuente;Aguilafuente
-369393;Andalucía;Córdoba;Aguilar de la Frontera;Aguilar
-369397;Castilla y León;Burgos;Aguilar de Bureba;Aguilar de Bureba
-369398;Castilla y León;Palencia;Aguilar de Campoo;Aguilar de Campóo
-369399;Castilla y León;Valladolid;Aguilar de Campos;Aguilar de Campos
-369400;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Aguilar de Codés;Aguilar de Codés
-369402;Aragón;Teruel;Aguilar del Alfambra;Aguilar del Alfambra
-369403;La Rioja;La Rioja;Aguilar del Río Alhama;Aguilar del Río Alhama
-369405;Cataluña;Barcelona;Aguilar de Segarra;Aguilar de Segarra
-369408;Región de Murcia;Región de Murcia;Águilas;Águilas
-369410;Castilla y León;Soria;Bayubas de Abajo;Aguilera
-369415;Cataluña;Tarragona;Santa Coloma de Queralt;Aguiló
-369422;Islas Canarias;Gran Canaria;Agüimes;Agüimes
-369428;Principado de Asturias;Principado de Asturias;Somiedo;Aguino
-369440;Cataluña;Gerona;Agullana;Agullana
-369441;Comunidad Valenciana;Valencia;Benissoda;Agullent
-369442;Islas Canarias;La Gomera;Agulo;Agulo
-369447;País Vasco;Vizcaya;Karrantza Harana / Valle de Carranza;Ahedo
-369450;Castilla y León;Salamanca;Ahigal de los Aceiteros;Ahigal de los Aceiteros
-369454;Extremadura;Badajoz;Ahillones;Ahillones
-369456;Comunidad Valenciana;Castellón;Aín;Ahín
-369462;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Aibar / Oibar;Áibar
-369466;Cataluña;Tarragona;Aiguamúrcia;Aiguamurcia
-369468;Cataluña;Gerona;Aiguaviva;Aiguaviva
-369470;Castilla y León;Burgos;Valle de Zamanzas;Ailanes
-369477;Aragón;Huesca;Aínsa-Sobrarbe;Aínsa
-369478;Aragón;Zaragoza;Ainzón;Ainzón
-369485;Aragón;Huesca;Aisa;Aísa
-369491;País Vasco;Guipúzcoa;Zestoa;Aizarna
-369492;País Vasco;Guipúzcoa;Aizarnazabal;Aizarnazábal
-369493;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Basaburua;Aizároz
-369494;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Berrioplano / Berriobeiti;Aizoáin
-369496;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Goñi;Aizpún
-369499;Cataluña;Gerona;Puigcerdà;Age
-369501;Comunidad de Madrid;Comunidad de Madrid;Ajalvir;Ajalvir
-369502;La Rioja;La Rioja;Ajamil de Cameros;Ajamil
-369503;Cantabria;Cantabria;Miera;Ajanedo
-369506;Cantabria;Cantabria;Bareyo;Ajo
-369510;Castilla-La Mancha;Toledo;Ajofrín;Ajofrín
-369514;Aragón;Teruel;Alacón;Alacón
-369516;Comunidad Valenciana;Valencia;Picanya;Alacuás
-369518;Castilla y León;Valladolid;Alaejos;Alaejos
-369520;Aragón;Zaragoza;Alagón;Alagón
-369526;Andalucía;Huelva;Alájar;Alájar
-369528;Galicia;Lugo;Valadouro, O;Alaje
-369529;Islas Canarias;La Gomera;Alajeró;Alajeró
-369531;Comunidad de Madrid;Comunidad de Madrid;Valdeolmos-Alalpardo;Alalpardo
-369533;Andalucía;Málaga;Mollina;Alameda
-369538;Comunidad de Madrid;Comunidad de Madrid;Alameda del Valle;Alameda del Valle
-369540;Castilla y León;Salamanca;Ciudad Rodrigo;Alameda Vieja
-369544;Castilla-La Mancha;Guadalajara;Alaminos;Alaminos
-369560;Extremadura;Badajoz;Alange;Alange
-369561;Andalucía;Sevilla;Alanís;Alanís
-369567;Castilla-La Mancha;Cuenca;Alarcón;Alarcón
-369570;Castilla y León;Palencia;Alar del Rey;Alar del Rey
-369573;Castilla-La Mancha;Guadalajara;Alarilla;Alarilla
-369574;Islas Baleares;Mallorca;Alaró;Alaró
-369575;Cataluña;Lérida;Alàs i Cerc;Alás
-369577;Castilla-La Mancha;Albacete;Alatoz;Alatoz
-369580;Islas Baleares;Menorca;Alaior;Alaior
-369583;Galicia;Pontevedra;Pontevedra;Alba
-369584;Galicia;Lugo;Palas de Rei;Albá
-369589;Castilla-La Mancha;Albacete;Albacete;Albacete
-369593;Castilla y León;Palencia;Velilla del Río Carrión;Alba de los Cardaños
-369594;Castilla y León;Salamanca;Alba de Tormes;Alba de Tormes
-369596;Cataluña;Lérida;Albagés, L';Albagés
-369599;Comunidad Valenciana;Valencia;Albaida;Albaida
-369601;Andalucía;Sevilla;Olivares;Albaida del Aljarafe
-369603;Comunidad Valenciana;Valencia;Albal;Albal
-369604;Extremadura;Cáceres;Albalá;Albalá
-369608;Castilla-La Mancha;Ciudad Real;Albaladejo;Albaladejo
-369610;Comunidad Valenciana;Valencia;Polinyà de Xúquer;Albalat de la Ribera
-369611;Comunidad Valenciana;Valencia;Foios;Albalats dels Sorells
-369612;Comunidad Valenciana;Valencia;Albalat dels Tarongers;Albalat dels Tarongers
-369614;Aragón;Huesca;Albalate de Cinca;Albalate de Cinca
-369615;Aragón;Teruel;Albalate del Arzobispo;Albalate del Arzobispo
-369616;Castilla-La Mancha;Cuenca;Albalate de las Nogueras;Albalate de las Nogueras
-369617;Castilla-La Mancha;Guadalajara;Albalate de Zorita;Albalate de Zorita
-369622;Andalucía;Almería;Albánchez;Albánchez
-369625;Andalucía;Jaén;Albanchez de Mágina;Albanchez de Magina
-369626;Principado de Asturias;Principado de Asturias;Carreño;Albandi
-369627;Cataluña;Tarragona;Cornudella de Montsant;Albarca
-369639;Galicia;La Coruña;Dumbría;Albarellos
-369640;Castilla-La Mancha;Guadalajara;Albares;Albares
-369643;Aragón;Teruel;Albarracín;Albarracín
-369648;Castilla-La Mancha;Toledo;Albarreal de Tajo;Albarreal de Tajo
-369653;Comunidad Valenciana;Alicante;Albatera;Albatera
-369658;La Rioja;La Rioja;Albelda de Iregua;Albelda de Iregua
-369659;Aragón;Huesca;Fiscal;Albella
-369661;Castilla-La Mancha;Guadalajara;Albendiego;Albendiego
-369666;Galicia;Pontevedra;Crecente;Albeos
-369674;Comunidad Valenciana;Valencia;Alberic;Alberique
-369676;La Rioja;La Rioja;Alberite;Alberite
-369688;Aragón;Huesca;Abiego;Alberuela de la Liena
-369692;Aragón;Zaragoza;Albeta;Albeta
-369695;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Larraun;Albiasu
-369699;Cataluña;Tarragona;Albinyana;Albinyana
-369700;Cataluña;Tarragona;Albiol, L';Albiol
-369702;Comunidad Valenciana;Alicante;Alfàs del Pi, l';El Albir
-369710;Comunidad Valenciana;Castellón;Albocàsser;Albocácer
-369713;Andalucía;Almería;Alboloduy;Alboloduy
-369714;Andalucía;Granada;Albolote;Albolote
-369715;Andalucía;Granada;Albondón;Albondón
-369716;País Vasco;Vizcaya;Bermeo;Albóniga
-369717;Cataluña;Gerona;Albons;Albóns
-369718;Comunidad Valenciana;Valencia;Alborache;Alborache
-369721;Comunidad Valenciana;Valencia;Alboraia / Alboraya;Alboraya
-369723;Castilla-La Mancha;Albacete;Alborea;Alborea
-369724;Castilla-La Mancha;Guadalajara;Sigüenza;Alboreca
-369727;Aragón;Zaragoza;Alborge;Alborge
-369731;Andalucía;Almería;Albox;Albox
-369733;Comunidad Valenciana;Valencia;Benigànim;Alboy
-369734;Región de Murcia;Región de Murcia;Albudeite;Albudeite
-369739;Principado de Asturias;Principado de Asturias;Cudillero;Albuerne
-369742;Región de Murcia;Región de Murcia;Cartagena;Albujón
-369744;Andalucía;Granada;Jerez del Marquesado;Albuñán
-369745;Andalucía;Granada;Albuñol;Albuñol
-369747;Andalucía;Granada;Albuñuelas;Albuñuelas
-369749;Extremadura;Badajoz;Alburquerque;Alburquerque
-369752;Castilla-La Mancha;Toledo;Alcabón;Alcabón
-369754;Comunidad Valenciana;Valencia;Alcàsser;Alcácer
-369764;Islas Canarias;Tenerife;Guía de Isora;Alcalá
-369773;Comunidad Valenciana;Castellón;Alcalà de Xivert;Alcalá de Chivert
-369774;Aragón;Zaragoza;Alcalá de Ebro;Alcalá de Ebro
-369775;Andalucía;Sevilla;Alcalá de Guadaíra;Alcalá de Guadaíra
-369777;Comunidad de Madrid;Comunidad de Madrid;Alcalá de Henares;Alcalá de Henares
-369778;Comunidad Valenciana;Alicante;Vall d'Alcalà, la;Alcalá de la Jovada
-369779;Aragón;Teruel;Alcalá de la Selva;Alcalá de la Selva
-369781;Castilla-La Mancha;Albacete;Alcalá del Júcar;Alcalá del Júcar
-369783;Andalucía;Cádiz;Alcalá de los Gazules;Alcalá de los Gazules
-369784;Andalucía;Cádiz;Alcalá del Valle;Alcalá del Valle
-369785;Aragón;Zaragoza;Alcalá de Moncayo;Alcalá de Moncayo
-369786;Andalucía;Jaén;Alcalá la Real;Alcalá la Real
-369787;Comunidad Valenciana;Alicante;Alcalalí;Alcalalí
-369789;Aragón;Huesca;Alcampell;Alcampel
-369790;La Rioja;La Rioja;Alcanadre;Alcanadre
-369792;Cataluña;Tarragona;Alcanar;Alcanar
-369793;Castilla y León;Zamora;Alcañices;Alcañices
-369794;Aragón;Teruel;Alcañiz;Alcañiz
-369796;Castilla-La Mancha;Toledo;Alcañizo;Alcañizo
-369799;Andalucía;Cádiz;Jerez de la Frontera;Alcántara
-369800;Extremadura;Cáceres;Alcántara;Alcántara
-369802;Comunidad Valenciana;Valencia;Villanueva de Castellón;Alcántara de Júcar
-369803;Región de Murcia;Región de Murcia;Alcantarilla;Alcantarilla
-369804;Castilla-La Mancha;Albacete;Yeste;Alcantarilla
-369812;Andalucía;Córdoba;Alcaracejos;Alcaracejos
-369816;Castilla-La Mancha;Albacete;Alcaraz;Alcaraz
-369821;Cataluña;Lérida;Alcarràs;Alcarraz
-369823;Andalucía;Málaga;Alcaucín;Alcaucín
-369824;Andalucía;Jaén;Alcaudete;Alcaudete
-369832;Castilla-La Mancha;Ciudad Real;Alcázar de San Juan;Alcázar de San Juan
-369834;Castilla y León;Valladolid;Alcazarén;Alcazarén
-369835;Cantabria;Cantabria;Santiurde de Toranzo;Alceda
-369844;Comunidad Valenciana;Valencia;Alzira;Alzira
-369845;Castilla-La Mancha;Ciudad Real;Alcoba;Alcoba
-369847;Castilla y León;León;Cimanes del Tejar;Alcoba de la Ribera
-369850;Comunidad de Madrid;Comunidad de Madrid;Alcobendas;Alcobendas
-369852;Comunidad Valenciana;Castellón;Alcalà de Xivert;Alcossebre
-369854;Comunidad Valenciana;Alicante;Alcosser;Alcocer de Planes
-369859;Andalucía;Almería;Alcolea;Alcolea
-369865;Aragón;Huesca;Alcolea de Cinca;Alcolea de Cinca
-369867;Castilla-La Mancha;Guadalajara;Alcolea del Pinar;Alcolea del Pinar
-369868;Andalucía;Sevilla;Alcolea del Río;Alcolea del Río
-369870;Comunidad Valenciana;Alicante;Alcoleja;Alcolecha
-369871;Cataluña;Lérida;Alcoletge;Alcoletge
-369886;Comunidad Valenciana;Castellón;Alcora, l';Alcora
-369890;Castilla y León;Zamora;Alcañices;Alcorcillo
-369891;Comunidad de Madrid;Comunidad de Madrid;Alcorcón;Alcorcón
-369892;Aragón;Teruel;Alcorisa;Alcorisa
-369898;Castilla-La Mancha;Guadalajara;Alcoroches;Alcoroches
-369903;Cataluña;Tarragona;Alcover;Alcover
-369904;Comunidad Valenciana;Alicante;Alcoy / Alcoi;Alcoy
-369906;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Ultzama;Alcoz
-369911;Castilla y León;Soria;Alcubilla de las Peñas;Alcubilla de las Peñas
-369919;Islas Baleares;Mallorca;Alcúdia;Alcudia
-369925;Comunidad Valenciana;Valencia;Alcúdia, l';L'Alcúdia
-369927;Andalucía;Granada;Valle del Zalabí;Alcudia de Guadix
-369928;Andalucía;Almería;Alcudia de Monteagud;Alcudia de Monteagud
-369929;Comunidad Valenciana;Castellón;Alcudia de Veo;Alcudia de Veo
-369931;Extremadura;Cáceres;Alcuéscar;Alcuéscar
-369935;Andalucía;Granada;Bérchules;Alcútar
-369936;País Vasco;Álava;Harana / Valle de Arana;Alda
-369940;País Vasco;Vizcaya;Munitibar-Arbatzegi Gerrikaitz;Aldaca
-369941;Galicia;Pontevedra;Cangas;Aldán
-369947;Comunidad Valenciana;Valencia;Aldaia;Aldaya
-369951;Islas Canarias;Gran Canaria;San Bartolomé de Tirajana;Aldea Blanca
-369956;Castilla y León;Salamanca;Aldeadávila de la Ribera;Aldeadávila de la Ribera
-369962;Extremadura;Cáceres;Aldea del Cano;Aldea del Cano
-369963;Comunidad de Madrid;Comunidad de Madrid;Aldea del Fresno;Aldea del Fresno
-369964;Castilla y León;Salamanca;Aldea del Obispo;Aldea del Obispo
-369965;Castilla y León;Burgos;Hontoria del Pinar;Aldea del Pinar
-369967;Castilla y León;Ávila;Ávila;Aldea del Rey Niño
-369968;Castilla y León;Soria;San Esteban de Gormaz;Aldea de San Esteban
-369971;Extremadura;Cáceres;Aldea del Obispo, La;Aldea de Trujillo
-369972;Castilla-La Mancha;Toledo;Aldea en Cabo;Aldea en Cabo
-369984;Castilla y León;Segovia;Aldealcorvo;Aldealcorvo
-369985;Castilla y León;Salamanca;Aldealengua;Aldealengua
-369987;La Rioja;La Rioja;Ocón;Aldealobos
-369988;Castilla y León;Soria;Aldealpozo;Aldealpozo
-369990;Castilla y León;Valladolid;Aldeamayor de San Martín;Aldeamayor de San Martín
-369993;Castilla-La Mancha;Guadalajara;Condemios de Arriba;Aldeanueva de Atienza
-369995;La Rioja;La Rioja;Gallinero de Cameros;Aldeanueva de Cameros
-369996;La Rioja;La Rioja;Aldeanueva de Ebro;Aldeanueva de Ebro
-369998;Castilla-La Mancha;Guadalajara;Aldeanueva de Guadalajara;Aldeanueva de Guadalajara
-369999;Castilla y León;Salamanca;Aldeanueva de la Sierra;Aldeanueva de la Sierra
-370000;Extremadura;Cáceres;Aldeanueva de la Vera;Aldeanueva de la Vera
-370001;Extremadura;Cáceres;Aldeanueva del Camino;Aldeanueva del Camino
-370007;Castilla y León;Ávila;Aldeanueva de Santa Cruz;Aldeanueva de Santa Cruz
-370008;Andalucía;Jaén;Aldeaquemada;Aldeaquemada
-370009;Castilla y León;Segovia;Aldea Real;Aldea Real
-370012;Castilla y León;Salamanca;Aldearrubia;Aldearrubia
-370018;Castilla y León;Segovia;Aldeasoña;Aldeasoña
-370019;Castilla y León;Salamanca;Aldeatejada;Aldeatejada
-370025;Castilla y León;Segovia;Aldehorno;Aldehorno
-370026;Comunidad de Madrid;Comunidad de Madrid;Colmenar de Oreja;Colmenar de Oreja
-370027;Aragón;Teruel;Teruel;Aldehuela
-370028;Extremadura;Cáceres;Pinofranqueado;Aldehuela
-370032;Castilla y León;Segovia;Sepúlveda;Aldehuela
-370036;Castilla y León;Salamanca;Aldehuela de la Bóveda;Aldehuela de la Bóveda
-370041;Castilla y León;Soria;Sotillo del Rincón;Aldehuela del Rincón
-370042;Castilla y León;Soria;Aldehuela de Periáñez;Aldehuela de Periáñez
-370048;Castilla y León;Segovia;Cantalejo;Aldeonsancho
-370050;Castilla y León;Valladolid;Torre de Peñafiel;Aldeayuso
-370059;Cataluña;Tarragona;Aldover;Aldover
-370061;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Urraul Bajo;Aldunate
-370064;Principado de Asturias;Principado de Asturias;Ribadesella;Alea
-370068;Región de Murcia;Región de Murcia;Aledo;Aledo
-370070;País Vasco;Álava;Alegría-Dulantzi;Alegría
-370073;Cataluña;Tarragona;Aleixar, L';Aleixar
-370077;Cataluña;Barcelona;Alella;Alella
-370083;Cataluña;Lérida;Artesa de Segre;Alentorn
-370085;La Rioja;La Rioja;Alesanco;Alesanco
-370087;Principado de Asturias;Principado de Asturias;Peñamellera Baja;Alevia
-370090;Andalucía;Granada;Alfacar;Alfacar
-370091;Comunidad Valenciana;Valencia;Alfafar;Alfafar
-370092;Comunidad Valenciana;Alicante;Alfafara;Alfafara
-370095;Andalucía;Almería;Gallardos, Los;Alfaíz
-370096;Aragón;Zaragoza;Alfajarín;Alfajarín
-370097;Aragón;Teruel;Alfambra;Alfambra
-370103;Cataluña;Gerona;Far d'Empordà, El;Alfar
-370105;Cataluña;Tarragona;Alfara de Carles;Alfara de Carles
-370106;Comunidad Valenciana;Valencia;Alfara del Patriarca;Alfara del Patriarca
-370108;Comunidad Valenciana;Alicante;Xaló;Alfarería
-370109;Andalucía;Málaga;Alfarnate;Alfarnate
-370110;Andalucía;Málaga;Alfarnatejo;Alfarnatejo
-370111;La Rioja;La Rioja;Alfaro;Alfaro
-370113;Comunidad Valenciana;Valencia;Alfarp;Alfarp
-370114;Cataluña;Lérida;Alfarràs;Alfarràs
-370116;Comunidad Valenciana;Alicante;Ondara;Alfatares
-370119;Comunidad Valenciana;Castellón;Alfondeguilla;Alfondeguilla
-370122;Cataluña;Tarragona;Alforja;Alforja
-370124;Andalucía;Granada;Sorvilán;Alfornón
-370125;Aragón;Zaragoza;Alforque;Alforque
-370130;Andalucía;Almería;Roquetas de Mar;Algaida
-370132;Islas Baleares;Mallorca;Algaida;Algaida
-370137;Andalucía;Sevilla;Algámitas;Algámitas
-370138;Andalucía;Cádiz;Algar;Algar
-370139;Región de Murcia;Región de Murcia;Cartagena;Algar
-370145;Comunidad Valenciana;Valencia;Algar de Palancia;Algar de Palancia
-370148;Andalucía;Granada;Algarinejo;Algarinejo
-370152;Andalucía;Málaga;Algarrobo;Algarrobo
-370158;Andalucía;Málaga;Algatocín;Algatocín
-370160;Andalucía;Cádiz;Algeciras;Algeciras
-370161;Comunidad Valenciana;Valencia;Algemesí;Algemesí
-370164;Comunidad de Madrid;Comunidad de Madrid;Algete;Algete
-370165;Región de Murcia;Región de Murcia;Murcia;Algezares
-370167;Comunidad Valenciana;Valencia;Algimia de Alfara;Algimia de Alfara
-370168;Comunidad Valenciana;Castellón;Algimia de Almonacid;Algimia de Almonacid
-370169;Comunidad Valenciana;Valencia;Alginet;Alginet
-370171;Andalucía;Cádiz;Algodonales;Algodonales
-370176;Castilla-La Mancha;Guadalajara;Algora;Algora
-370177;Comunidad Valenciana;Alicante;Algorfa;Algorfa
-370178;País Vasco;Vizcaya;Getxo;Algorta
-370179;Cataluña;Lérida;Alguaire;Alguaire
-370180;Región de Murcia;Región de Murcia;Alguazas;Alguazas
-370181;Comunidad Valenciana;Alicante;Algueña;Algueña
-370188;Andalucía;Almería;Alhama de Almería;Alhama de Almería
-370189;Aragón;Zaragoza;Alhama de Aragón;Alhama de Aragón
-370190;Andalucía;Granada;Alhama de Granada;Alhama de Granada
-370191;Región de Murcia;Región de Murcia;Alhama de Murcia;Alhama de Murcia
-370192;Castilla-La Mancha;Ciudad Real;Alhambra;Alhambra
-370198;Andalucía;Málaga;Alhaurín de la Torre;Alhaurín de la Torre
-370199;Andalucía;Málaga;Alhaurín el Grande;Alhaurín el Grande
-370200;Andalucía;Granada;Alhendín;Alhendín
-370204;País Vasco;Álava;Vitoria-Gasteiz;Ali
-370205;Extremadura;Cáceres;Alía;Alía
-370206;Aragón;Teruel;Aliaga;Aliaga
-370208;Castilla-La Mancha;Cuenca;Aliaguilla;Aliaguilla
-370210;Comunidad Valenciana;Alicante;Alicante / Alacant;Alicante
-370213;Andalucía;Almería;Alicún;Alicún
-370217;Cantabria;Cantabria;Cillorigo de Liébana;Aliezo
-370220;Castilla y León;León;Alija del Infantado;Alija del Infantado
-370224;Aragón;Huesca;Azanuy-Alins;Alins
-370228;Extremadura;Cáceres;Aliseda;Aliseda
-370239;Galicia;Pontevedra;Salceda de Caselas;Alján
-370240;Andalucía;Huelva;Aljaraque;Aljaraque
-370242;Andalucía;Almería;Antas;Aljariz
-370254;Extremadura;Badajoz;Aljucén;Aljucén
-370256;Región de Murcia;Región de Murcia;Murcia;Aljucer
-370257;Galicia;Orense;Allariz;Allariz
-370258;Principado de Asturias;Principado de Asturias;Pravia;Allence
-370261;Principado de Asturias;Principado de Asturias;Llanes;Allende
-370262;Cantabria;Cantabria;Castro-Urdiales;Allendelagua
-370264;Aragón;Teruel;Allepuz;Allepuz
-370266;Principado de Asturias;Principado de Asturias;Peñamellera Alta;Alles
-370268;Comunidad Foral de Navarra;Comunidad Foral de Navarra;Allo;Allo
-370272;Galicia;La Coruña;Ponteceso;Allones
-370279;Aragón;Huesca;Sabiñánigo;Allué
-370282;Comunidad Valenciana;Valencia;Almàssera;Almácera
-370283;Andalucía;Málaga;Almáchar;Almáchar
-370286;Islas Canarias;Tenerife;Santa Cruz de Tenerife;Almáciga
-370290;Castilla-La Mancha;Ciudad Real;Almadén;Almadén
